epoch,loss,accuracy
139,0.124958,0.9542
140,0.124779,0.9542
141,0.124602,0.9542
142,0.124428,0.9542
143,0.124256,0.9542
144,0.124086,0.9542
145,0.123919,0.9542
146,0.123754,0.9542
147,0.123592,0.9542
148,0.123431,0.9542
149,0.123273,0.9542
150,0.123117,0.9542
151,0.122962,0.9542
152,0.122810,0.9542
153,0.122660,0.9542
154,0.122512,0.9542
155,0.122366,0.9542
156,0.122221,0.9542
157,0.122079,0.9542
158,0.121938,0.9542
159,0.121799,0.9542
160,0.121662,0.9542
161,0.121526,0.9542
162,0.121392,0.9542
163,0.121260,0.9542
164,0.121130,0.9542
165,0.121001,0.9542
166,0.120874,0.9542
167,0.120748,0.9542
168,0.120624,0.9542
169,0.120501,0.9542
170,0.120380,0.9542
171,0.120260,0.9542
172,0.120141,0.9542
173,0.120024,0.9542
174,0.119909,0.9542
175,0.119794,0.9542
176,0.119681,0.9542
177,0.119570,0.9542
178,0.119459,0.9542
179,0.119350,0.9542
180,0.119242,0.9542
181,0.119136,0.9542
182,0.119030,0.9542
183,0.118926,0.9542
184,0.118823,0.9542
185,0.118721,0.9542
186,0.118621,0.9542
187,0.118521,0.9542
188,0.118422,0.9542
189,0.118325,0.9542
190,0.118229,0.9542
191,0.118133,0.9542
192,0.118039,0.9542
193,0.117946,0.9542
194,0.117853,0.9542
195,0.117762,0.9542
196,0.117672,0.9542
197,0.117582,0.9542
198,0.117494,0.9542
199,0.117406,0.9542
200,0.117320,0.9542
201,0.117234,0.9542
202,0.117149,0.9542
203,0.117066,0.9542
204,0.116983,0.9542
205,0.116900,0.9542
206,0.116819,0.9542
207,0.116739,0.9542
208,0.116659,0.9542
209,0.116580,0.9542
210,0.116502,0.9542
211,0.116425,0.9542
212,0.116348,0.9542
213,0.116272,0.9542
214,0.116197,0.9542
215,0.116123,0.9542
216,0.116050,0.9542
217,0.115977,0.9542
218,0.115905,0.9542
219,0.115833,0.9542
220,0.115763,0.9542
221,0.115693,0.9542
222,0.115624,0.9542
223,0.115555,0.9542
224,0.115487,0.9542
225,0.115420,0.9542
226,0.115353,0.9542
227,0.115287,0.9542
228,0.115221,0.9542
229,0.115157,0.9542
230,0.115092,0.9542
231,0.115029,0.9542
232,0.114966,0.9542
233,0.114903,0.9542
234,0.114841,0.9542
235,0.114780,0.9542
236,0.114719,0.9542
237,0.114659,0.9542
238,0.114600,0.9542
239,0.114541,0.9542
240,0.114482,0.9542
241,0.114424,0.9542
242,0.114367,0.9542
243,0.114310,0.9542
244,0.114253,0.9542
245,0.114197,0.9542
246,0.114142,0.9542
247,0.114087,0.9542
248,0.114033,0.9542
249,0.113979,0.9542
250,0.113925,0.9542
251,0.113872,0.9542
252,0.113820,0.9542
253,0.113768,0.9542
254,0.113716,0.9542
255,0.113665,0.9542
256,0.113614,0.9542
257,0.113564,0.9542
258,0.113514,0.9542
259,0.113464,0.9542
260,0.113415,0.9542
261,0.113367,0.9542
262,0.113318,0.9542
263,0.113271,0.9542
264,0.113223,0.9542
265,0.113176,0.9542
266,0.113130,0.9542
267,0.113084,0.9542
268,0.113038,0.9542
269,0.112992,0.9542
270,0.112947,0.9542
271,0.112903,0.9542
272,0.112858,0.9542
273,0.112814,0.9542
274,0.112771,0.9542
275,0.112728,0.9542
276,0.112685,0.9542
277,0.112642,0.9542
278,0.112600,0.9542
279,0.112558,0.9542
280,0.112517,0.9542
281,0.112476,0.9542
282,0.112435,0.9542
283,0.112394,0.9542
284,0.112354,0.9542
285,0.112314,0.9542
286,0.112275,0.9542
287,0.112236,0.9542
288,0.112197,0.9542
289,0.112158,0.9542
290,0.112120,0.9542
291,0.112082,0.9542
292,0.112044,0.9542
293,0.112007,0.9542
294,0.111970,0.9542
295,0.111933,0.9542
296,0.111896,0.9542
297,0.111860,0.9542
298,0.111824,0.9542
299,0.111788,0.9542
300,0.111753,0.9542
301,0.111718,0.9542
302,0.111683,0.9542
303,0.111648,0.9542
304,0.111614,0.9542
305,0.111580,0.9542
306,0.111546,0.9542
307,0.111513,0.9542
308,0.111479,0.9542
309,0.111446,0.9542
310,0.111414,0.9542
311,0.111381,0.9542
312,0.111349,0.9542
313,0.111317,0.9542
314,0.111285,0.9542
315,0.111253,0.9542
316,0.111222,0.9542
317,0.111191,0.9542
318,0.111160,0.9542
319,0.111129,0.9542
320,0.111099,0.9542
321,0.111068,0.9542
322,0.111038,0.9542
323,0.111009,0.9542
324,0.110979,0.9542
325,0.110950,0.9542
326,0.110921,0.9542
327,0.110892,0.9542
328,0.110863,0.9542
329,0.110834,0.9542
330,0.110806,0.9542
331,0.110778,0.9542
332,0.110750,0.9542
333,0.110722,0.9542
334,0.110695,0.9542
335,0.110668,0.9542
336,0.110641,0.9542
337,0.110614,0.9542
338,0.110587,0.9542
339,0.110560,0.9542
340,0.110534,0.9542
341,0.110508,0.9542
342,0.110482,0.9542
343,0.110456,0.9542
344,0.110430,0.9542
345,0.110405,0.9542
346,0.110380,0.9542
347,0.110355,0.9542
348,0.110330,0.9542
349,0.110305,0.9542
350,0.110280,0.9542
351,0.110256,0.9542
352,0.110232,0.9542
353,0.110208,0.9542
354,0.110184,0.9542
355,0.110160,0.9542
356,0.110136,0.9542
357,0.110113,0.9542
358,0.110090,0.9542
359,0.110067,0.9542
360,0.110044,0.9542
361,0.110021,0.9542
362,0.109998,0.9542
363,0.109976,0.9542
364,0.109953,0.9542
365,0.109931,0.9542
366,0.109909,0.9542
367,0.109887,0.9542
368,0.109866,0.9542
369,0.109844,0.9542
370,0.109823,0.9542
371,0.109801,0.9542
372,0.109780,0.9542
373,0.109759,0.9542
374,0.109738,0.9542
375,0.109717,0.9542
376,0.109697,0.9542
377,0.109676,0.9542
378,0.109656,0.9542
379,0.109636,0.9542
380,0.109616,0.9542
381,0.109596,0.9542
382,0.109576,0.9542
383,0.109556,0.9542
384,0.109537,0.9542
385,0.109517,0.9542
386,0.109498,0.9542
387,0.109479,0.9542
388,0.109460,0.9542
389,0.109441,0.9542
390,0.109422,0.9542
391,0.109403,0.9542
392,0.109385,0.9542
393,0.109366,0.9542
394,0.109348,0.9542
395,0.109330,0.9542
396,0.109312,0.9542
397,0.109294,0.9542
398,0.109276,0.9542
399,0.109258,0.9542
400,0.109240,0.9542
401,0.109223,0.9542
402,0.109205,0.9542
403,0.109188,0.9542
404,0.109171,0.9542
405,0.109154,0.9542
406,0.109137,0.9542
407,0.109120,0.9542
408,0.109103,0.9542
409,0.109086,0.9542
410,0.109070,0.9542
411,0.109053,0.9542
412,0.109037,0.9542
413,0.109021,0.9542
414,0.109004,0.9542
415,0.108988,0.9542
416,0.108972,0.9542
417,0.108956,0.9542
418,0.108941,0.9542
419,0.108925,0.9542
420,0.108909,0.9542
421,0.108894,0.9542
422,0.108878,0.9542
423,0.108863,0.9542
424,0.108848,0.9542
425,0.108833,0.9542
426,0.108818,0.9542
427,0.108803,0.9542
428,0.108788,0.9542
429,0.108773,0.9542
430,0.108759,0.9542
431,0.108744,0.9542
432,0.108730,0.9542
433,0.108715,0.9542
434,0.108701,0.9542
435,0.108687,0.9542
436,0.108672,0.9542
437,0.108658,0.9542
438,0.108644,0.9542
439,0.108630,0.9542
440,0.108617,0.9542
441,0.108603,0.9542
442,0.108589,0.9542
443,0.108576,0.9542
444,0.108562,0.9542
445,0.108549,0.9542
446,0.108535,0.9542
447,0.108522,0.9542
448,0.108509,0.9542
449,0.108496,0.9542
450,0.108483,0.9542
451,0.108470,0.9542
452,0.108457,0.9542
453,0.108444,0.9542
454,0.108432,0.9542
455,0.108419,0.9542
456,0.108406,0.9542
457,0.108394,0.9542
458,0.108381,0.9542
459,0.108369,0.9542
460,0.108357,0.9542
461,0.108345,0.9542
462,0.108332,0.9542
463,0.108320,0.9542
464,0.108308,0.9542
465,0.108296,0.9542
466,0.108285,0.9542
467,0.108273,0.9542
468,0.108261,0.9542
469,0.108249,0.9542
470,0.108238,0.9542
471,0.108226,0.9542
472,0.108215,0.9542
473,0.108203,0.9542
474,0.108192,0.9542
475,0.108181,0.9542
476,0.108170,0.9542
477,0.108158,0.9542
478,0.108147,0.9542
479,0.108136,0.9542
480,0.108125,0.9542
481,0.108114,0.9542
482,0.108104,0.9542
483,0.108093,0.9542
484,0.108082,0.9542
485,0.108071,0.9542
486,0.108061,0.9542
487,0.108050,0.9542
488,0.108040,0.9542
489,0.108029,0.9542
490,0.108019,0.9542
491,0.108009,0.9542
492,0.107999,0.9542
493,0.107988,0.9542
494,0.107978,0.9542
495,0.107968,0.9542
496,0.107958,0.9542
497,0.107948,0.9542
498,0.107938,0.9542
499,0.107928,0.9542
500,0.107919,0.9542
501,0.107909,0.9542
502,0.107899,0.9542
503,0.107889,0.9542
504,0.107880,0.9542
505,0.107870,0.9542
506,0.107861,0.9542
507,0.107851,0.9542
508,0.107842,0.9542
509,0.107833,0.9542
510,0.107823,0.9542
511,0.107814,0.9542
512,0.107805,0.9542
513,0.107796,0.9542
514,0.107787,0.9542
515,0.107778,0.9542
516,0.107769,0.9542
517,0.107760,0.9542
518,0.107751,0.9542
519,0.107742,0.9542
520,0.107733,0.9542
521,0.107725,0.9542
522,0.107716,0.9542
523,0.107707,0.9542
524,0.107699,0.9542
525,0.107690,0.9542
526,0.107682,0.9542
527,0.107673,0.9542
528,0.107665,0.9542
529,0.107656,0.9542
530,0.107648,0.9542
531,0.107640,0.9542
532,0.107631,0.9542
533,0.107623,0.9542
534,0.107615,0.9542
535,0.107607,0.9542
536,0.107599,0.9542
537,0.107591,0.9542
538,0.107583,0.9542
539,0.107575,0.9542
540,0.107567,0.9542
541,0.107559,0.9542
542,0.107551,0.9542
543,0.107543,0.9542
544,0.107536,0.9542
545,0.107528,0.9542
546,0.107520,0.9542
547,0.107513,0.9542
548,0.107505,0.9542
549,0.107498,0.9542
550,0.107490,0.9542
551,0.107483,0.9542
552,0.107475,0.9542
553,0.107468,0.9542
554,0.107461,0.9542
555,0.107453,0.9542
556,0.107446,0.9542
557,0.107439,0.9542
558,0.107431,0.9542
559,0.107424,0.9542
560,0.107417,0.9542
561,0.107410,0.9542
562,0.107403,0.9542
563,0.107396,0.9542
564,0.107389,0.9542
565,0.107382,0.9542
566,0.107375,0.9542
567,0.107368,0.9542
568,0.107361,0.9542
569,0.107355,0.9542
570,0.107348,0.9542
571,0.107341,0.9542
572,0.107334,0.9542
573,0.107328,0.9542
574,0.107321,0.9542
575,0.107315,0.9542
576,0.107308,0.9542
577,0.107301,0.9542
578,0.107295,0.9542
579,0.107289,0.9542
580,0.107282,0.9542
581,0.107276,0.9542
582,0.107269,0.9542
583,0.107263,0.9542
584,0.107257,0.9542
585,0.107250,0.9542
586,0.107244,0.9542
587,0.107238,0.9542
588,0.107232,0.9542
589,0.107226,0.9542
590,0.107219,0.9542
591,0.107213,0.9542
592,0.107207,0.9542
593,0.107201,0.9542
594,0.107195,0.9542
595,0.107189,0.9542
596,0.107183,0.9542
597,0.107177,0.9542
598,0.107172,0.9542
599,0.107166,0.9542
600,0.107160,0.9542
601,0.107154,0.9542
602,0.107148,0.9542
603,0.107143,0.9542
604,0.107137,0.9542
605,0.107131,0.9542
606,0.107126,0.9542
607,0.107120,0.9542
608,0.107114,0.9542
609,0.107109,0.9542
610,0.107103,0.9542
611,0.107098,0.9542
612,0.107092,0.9542
613,0.107087,0.9542
614,0.107081,0.9542
615,0.107076,0.9542
616,0.107071,0.9542
617,0.107065,0.9542
618,0.107060,0.9542
619,0.107055,0.9542
620,0.107049,0.9542
621,0.107044,0.9542
622,0.107039,0.9542
623,0.107034,0.9542
624,0.107028,0.9542
625,0.107023,0.9542
626,0.107018,0.9542
627,0.107013,0.9542
628,0.107008,0.9542
629,0.107003,0.9542
630,0.106998,0.9542
631,0.106993,0.9542
632,0.106988,0.9542
633,0.106983,0.9542
634,0.106978,0.9542
635,0.106973,0.9542
636,0.106968,0.9542
637,0.106963,0.9542
638,0.106959,0.9542
639,0.106954,0.9542
640,0.106949,0.9542
641,0.106944,0.9542
642,0.106939,0.9542
643,0.106935,0.9542
644,0.106930,0.9542
645,0.106925,0.9542
646,0.106921,0.9542
647,0.106916,0.9542
648,0.106911,0.9542
649,0.106907,0.9542
650,0.106902,0.9542
651,0.106898,0.9542
652,0.106893,0.9542
653,0.106889,0.9542
654,0.106884,0.9542
655,0.106880,0.9542
656,0.106875,0.9542
657,0.106871,0.9542
658,0.106867,0.9542
659,0.106862,0.9542
660,0.106858,0.9542
661,0.106853,0.9542
662,0.106849,0.9542
663,0.106845,0.9542
664,0.106841,0.9542
665,0.106836,0.9542
666,0.106832,0.9542
667,0.106828,0.9542
668,0.106824,0.9542
669,0.106820,0.9542
670,0.106815,0.9542
671,0.106811,0.9542
672,0.106807,0.9542
673,0.106803,0.9542
674,0.106799,0.9542
675,0.106795,0.9542
676,0.106791,0.9542
677,0.106787,0.9542
678,0.106783,0.9542
679,0.106779,0.9542
680,0.106775,0.9542
681,0.106771,0.9542
682,0.106767,0.9542
683,0.106763,0.9542
684,0.106759,0.9542
685,0.106755,0.9542
686,0.106751,0.9542
687,0.106748,0.9542
688,0.106744,0.9542
689,0.106740,0.9542
690,0.106736,0.9542
691,0.106732,0.9542
692,0.106729,0.9542
693,0.106725,0.9542
694,0.106721,0.9542
695,0.106717,0.9542
696,0.106714,0.9542
697,0.106710,0.9542
698,0.106706,0.9542
699,0.106703,0.9542
700,0.106699,0.9542
701,0.106696,0.9542
702,0.106692,0.9542
703,0.106688,0.9542
704,0.106685,0.9542
705,0.106681,0.9542
706,0.106678,0.9542
707,0.106674,0.9542
708,0.106671,0.9542
709,0.106667,0.9542
710,0.106664,0.9542
711,0.106661,0.9542
712,0.106657,0.9542
713,0.106654,0.9542
714,0.106650,0.9542
715,0.106647,0.9542
716,0.106644,0.9542
717,0.106640,0.9542
718,0.106637,0.9542
719,0.106634,0.9542
720,0.106630,0.9542
721,0.106627,0.9542
722,0.106624,0.9542
723,0.106620,0.9542
724,0.106617,0.9542
725,0.106614,0.9542
726,0.106611,0.9542
727,0.106608,0.9542
728,0.106604,0.9542
729,0.106601,0.9542
730,0.106598,0.9542
731,0.106595,0.9542
732,0.106592,0.9542
733,0.106589,0.9542
734,0.106586,0.9542
735,0.106582,0.9542
736,0.106579,0.9542
737,0.106576,0.9542
738,0.106573,0.9542
739,0.106570,0.9542
740,0.106567,0.9542
741,0.106564,0.9542
742,0.106561,0.9542
743,0.106558,0.9542
744,0.106555,0.9542
745,0.106552,0.9542
746,0.106549,0.9542
747,0.106546,0.9542
748,0.106544,0.9542
749,0.106541,0.9542
750,0.106538,0.9542
751,0.106535,0.9542
752,0.106532,0.9542
753,0.106529,0.9542
754,0.106526,0.9542
755,0.106523,0.9542
756,0.106521,0.9542
757,0.106518,0.9542
758,0.106515,0.9542
759,0.106512,0.9542
760,0.106510,0.9542
761,0.106507,0.9542
762,0.106504,0.9542
763,0.106501,0.9542
764,0.106499,0.9542
765,0.106496,0.9542
766,0.106493,0.9542
767,0.106491,0.9542
768,0.106488,0.9542
769,0.106485,0.9542
770,0.106483,0.9542
771,0.106480,0.9542
772,0.106477,0.9542
773,0.106475,0.9542
774,0.106472,0.9542
775,0.106469,0.9542
776,0.106467,0.9542
777,0.106464,0.9542
778,0.106462,0.9542
779,0.106459,0.9542
780,0.106457,0.9542
781,0.106454,0.9542
782,0.106452,0.9542
783,0.106449,0.9542
784,0.106447,0.9542
785,0.106444,0.9542
786,0.106442,0.9542
787,0.106439,0.9542
788,0.106437,0.9542
789,0.106434,0.9542
790,0.106432,0.9542
791,0.106430,0.9542
792,0.106427,0.9542
793,0.106425,0.9542
794,0.106422,0.9542
795,0.106420,0.9542
796,0.106418,0.9542
797,0.106415,0.9542
798,0.106413,0.9542
799,0.106411,0.9542
800,0.106408,0.9542
801,0.106406,0.9542
802,0.106404,0.9542
803,0.106401,0.9542
804,0.106399,0.9542
805,0.106397,0.9542
806,0.106395,0.9542
807,0.106392,0.9542
808,0.106390,0.9542
809,0.106388,0.9542
810,0.106386,0.9542
811,0.106383,0.9542
812,0.106381,0.9542
813,0.106379,0.9542
814,0.106377,0.9542
815,0.106375,0.9542
816,0.106372,0.9542
817,0.106370,0.9542
818,0.106368,0.9542
819,0.106366,0.9542
820,0.106364,0.9542
821,0.106362,0.9542
822,0.106360,0.9542
823,0.106358,0.9542
824,0.106355,0.9542
825,0.106353,0.9542
826,0.106351,0.9542
827,0.106349,0.9542
828,0.106347,0.9542
829,0.106345,0.9542
830,0.106343,0.9542
831,0.106341,0.9542
832,0.106339,0.9542
833,0.106337,0.9542
834,0.106335,0.9542
835,0.106333,0.9542
836,0.106331,0.9542
837,0.106329,0.9542
838,0.106327,0.9542
839,0.106325,0.9542
840,0.106323,0.9542
841,0.106321,0.9542
842,0.106319,0.9542
843,0.106317,0.9542
844,0.106315,0.9542
845,0.106313,0.9542
846,0.106312,0.9542
847,0.106310,0.9542
848,0.106308,0.9542
849,0.106306,0.9542
850,0.106304,0.9542
851,0.106302,0.9542
852,0.106300,0.9542
853,0.106298,0.9542
854,0.106297,0.9542
855,0.106295,0.9542
856,0.106293,0.9542
857,0.106291,0.9542
858,0.106289,0.9542
859,0.106287,0.9542
860,0.106286,0.9542
861,0.106284,0.9542
862,0.106282,0.9542
863,0.106280,0.9542
864,0.106278,0.9542
865,0.106277,0.9542
866,0.106275,0.9542
867,0.106273,0.9542
868,0.106271,0.9542
869,0.106270,0.9542
870,0.106268,0.9542
871,0.106266,0.9542
872,0.106265,0.9542
873,0.106263,0.9542
874,0.106261,0.9542
875,0.106259,0.9542
876,0.106258,0.9542
877,0.106256,0.9542
878,0.106254,0.9542
879,0.106253,0.9542
880,0.106251,0.9542
881,0.106249,0.9542
882,0.106248,0.9542
883,0.106246,0.9542
884,0.106245,0.9542
885,0.106243,0.9542
886,0.106241,0.9542
887,0.106240,0.9542
888,0.106238,0.9542
889,0.106236,0.9542
890,0.106235,0.9542
891,0.106233,0.9542
892,0.106232,0.9542
893,0.106230,0.9542
894,0.106229,0.9542
895,0.106227,0.9542
896,0.106225,0.9542
897,0.106224,0.9542
898,0.106222,0.9542
899,0.106221,0.9542
900,0.106219,0.9542
901,0.106218,0.9542
902,0.106216,0.9542
903,0.106215,0.9542
904,0.106213,0.9542
905,0.106212,0.9542
906,0.106210,0.9542
907,0.106209,0.9542
908,0.106207,0.9542
909,0.106206,0.9542
910,0.106204,0.9542
911,0.106203,0.9542
912,0.106201,0.9542
913,0.106200,0.9542
914,0.106199,0.9542
915,0.106197,0.9542
916,0.106196,0.9542
917,0.106194,0.9542
918,0.106193,0.9542
919,0.106191,0.9542
920,0.106190,0.9542
921,0.106189,0.9542
922,0.106187,0.9542
923,0.106186,0.9542
924,0.106184,0.9542
925,0.106183,0.9542
926,0.106182,0.9542
927,0.106180,0.9542
928,0.106179,0.9542
929,0.106178,0.9542
930,0.106176,0.9542
931,0.106175,0.9542
932,0.106174,0.9542
933,0.106172,0.9542
934,0.106171,0.9542
935,0.106170,0.9542
936,0.106168,0.9542
937,0.106167,0.9542
938,0.106166,0.9542
939,0.106164,0.9542
940,0.106163,0.9542
941,0.106162,0.9542
942,0.106160,0.9542
943,0.106159,0.9542
944,0.106158,0.9542
945,0.106157,0.9542
946,0.106155,0.9542
947,0.106154,0.9542
948,0.106153,0.9542
949,0.106152,0.9542
950,0.106150,0.9542
951,0.106149,0.9542
952,0.106148,0.9542
953,0.106147,0.9542
954,0.106145,0.9542
955,0.106144,0.9542
956,0.106143,0.9542
957,0.106142,0.9542
958,0.106141,0.9542
959,0.106139,0.9542
960,0.106138,0.9542
961,0.106137,0.9542
962,0.106136,0.9542
963,0.106135,0.9542
964,0.106133,0.9542
965,0.106132,0.9542
966,0.106131,0.9542
967,0.106130,0.9542
968,0.106129,0.9542
969,0.106128,0.9542
970,0.106126,0.9542
971,0.106125,0.9542
972,0.106124,0.9542
973,0.106123,0.9542
974,0.106122,0.9542
975,0.106121,0.9542
976,0.106120,0.9542
977,0.106118,0.9542
978,0.106117,0.9542
979,0.106116,0.9542
980,0.106115,0.9542
981,0.106114,0.9542
982,0.106113,0.9542
983,0.106112,0.9542
984,0.106111,0.9542
985,0.106110,0.9542
986,0.106109,0.9542
987,0.106108,0.9542
988,0.106106,0.9542
989,0.106105,0.9542
990,0.106104,0.9542
991,0.106103,0.9542
992,0.106102,0.9542
993,0.106101,0.9542
994,0.106100,0.9542
995,0.106099,0.9542
996,0.106098,0.9542
997,0.106097,0.9542
998,0.106096,0.9542
999,0.106095,0.9542
1000,0.106094,0.9542
